subject,body,sender,label
Monthly newsletter - Company updates,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",newsletter@ourcompany.com,0
Meeting scheduled for Thursday at 2 PM,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",mike.chen@ourcompany.com,0
Q3 Project Update - Progress Report,"Dear Subscriber, Here's your monthly roundup of company news and updates. This month we welcomed 5 new team members, launched our mobile app beta, and announced our partnership with TechCorp. Read more on our blog at https://www.ourcompany.com/blog",team@slack.com,0
Meeting scheduled for Thursday at 2 PM,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",newsletter@ourcompany.com,0
Team lunch this Friday - RSVP,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",support@figma.com,0
Feedback requested on design mockups,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",mike.chen@ourcompany.com,0
Exclusive offer: Act now before it expires!,URGENT NOTICE: Your account has been temporarily locked due to suspicious activity. You must verify your credentials within 24 hours to avoid permanent suspension. Click here: http://login.microsoftonline.chykm1qw.tk/oauth Failure to act will result in account deletion. Time is running out! Alternative link: http://portal.office365-security.p4cxbjq3.co/reset,alert@bank0famerica.net,1
URGENT: Your account has been compromised,"Special Limited Offer: Get 90% off on all products! This exclusive deal is only available for the next 3 hours. Shop now: http://account-security.mrx36zhb.ru/update Use code SAVE90 at checkout. Hurry, stocks are limited! Alternative link: http://docs.google.com.wwkqfsby.info/document",noreply@netfl1x-update.top,1
Team lunch this Friday - RSVP,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",mike.chen@ourcompany.com,0
WARNING: Unauthorized access attempt on your account,"Your recent payment of $49.99 has failed. To avoid service interruption, please update your billing information immediately at: http://account-security.wc9rj6gd.ru/update If you do not update within 12 hours, your account will be suspended. ACT NOW! Alternative link: http://10.0.157.157/phish/login.php",noreply@netfl1x-update.top,1
Your monthly statement is ready,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",orders@amazon.com,0
Your payment failed - update billing info now,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://account-security.ga3zibh7.ru/update If you did not request this change, contact support immediately. Time is running out!",noreply@netfl1x-update.top,1
Congratulations! You've won a $1000 gift card,"Hi, I'm reaching out regarding an outstanding invoice #INV-21867. Payment of $892.50 is overdue. Please review and process payment immediately: http://www.paypa1.com/signin/69s98lze Late fees will apply after 48 hours. Time is running out! Alternative link: http://bit.ly/v8wziygs",helpdesk@g00gle-alert.org,1
WARNING: Unauthorized access attempt on your account,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://www.amaz0n-support.com/verify/bx2l2b5w Thank you for your cooperation. Alternative link: http://secure.chase-verify.jhmusfw5.net/login",admin@paypa1-support.xyz,1
Conference registration confirmation,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",hr@ourcompany.com,0
New blog post: Best practices for code reviews,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",noreply@github.com,0
Job posting: Senior Software Engineer,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",newsletter@ourcompany.com,0
Reset your password immediately,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://secure.chase-verify.5jr0y2ef.net/login If you did not request this change, contact support immediately.",alert@bank0famerica.net,1
Your order has been shipped,"Reminder: Please submit your timesheet for this week by Friday 5 PM. You can access the timesheet portal at https://hr.ourcompany.com/timesheet. If you have any issues, contact HR at hr@ourcompany.com. Thanks!",hr@ourcompany.com,0
Reset your password immediately,"Your recent payment of $49.99 has failed. To avoid service interruption, please update your billing information immediately at: http://secure-login.account-verify.119.xyz/auth If you do not update within 12 hours, your account will be suspended. IMMEDIATE ACTION REQUIRED!",admin@chase-secure.info,1
Important: Confirm your account details,FINAL WARNING: Your subscription will be cancelled unless you update your payment method. Don't lose access to your account - update now: http://bit.ly/pxdrbxyy This is your last chance. ACT NOW! Alternative link: http://bit.ly/8lvxrql7,noreply@netfl1x-update.top,1
Important: Confirm your account details,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://docs.google.com.pweorizh.info/document Thank you for your cooperation.",noreply@microsoft-security.tk,1
